CELL_LINE	TISSUE	COMPOUND_A	COMPOUND_B	MAX_CONC_A	IC50_A	H_A	Einf_A	MAX_CONC_B	IC50_B	H_B	Einf_B	SYNERGY_SCORE	COMBINATION_ID	DATASET	SYNERGY_PRED
647-V	Bladder	PARP1	Gemcitabine	3	3	0.6527785	46.91729919	0.1	0.004799331	3.4740091	0	17.45411	Gemcitabine.PARP1	LB	-2.5042577
TCCSUP	Bladder	PARP1	Gemcitabine	3	2.410466004	1.4969622	40.85989718	0.1	0.003107803	10	9.36636465	-1.577607	Gemcitabine.PARP1	LB	-3.3387542
BFTC-905	Bladder	HDAC_4	ATR_4	3	0.374906334	1.9765672	14.81859184	3	1.044105178	3.3772771	11.56544786	-24.89871	ATR_4.HDAC_4	LB	-11.727207
KU-19-19	Bladder	HDAC_4	ATR_4	3	0.998240139	10	9.39842698	3	1.30925985	10	22.58060061	-29.57516	ATR_4.HDAC_4	LB	-14.416772
SW780	Bladder	PARP1	HDAC_4	3	0.0003	0.1	86.19900658	3	0.610024428	0.4057367	0	10.51917	HDAC_4.PARP1	LB	6.101947
HT-1197	Bladder	PARP1	HSP90	3	0.791847226	2.8446611	69.75836011	3	0.130405802	2.2772262	23.54810099	11.94276	HSP90.PARP1	LB	5.5454016
UM-UC-3	Bladder	PARP1	HSP90	3	1.079807281	9.6896008	85.09925471	0.3	0.116048569	10	19.09393048	35.66215	HSP90.PARP1	LB	1.0894316
A549	lung_NSCLC_adenocarcinoma	IAP	ATR_4	3	3	0.2487201	67.64209935	3	1.263161499	10	39.88947427	12.82149	ATR_4.IAP	LB	-3.1847682
J82	Bladder	IAP	ATR_4	3	0.002601207	0.3573043	11.42696557	3	3	1.2176992	2.10992066	-5.438657	ATR_4.IAP	LB	5.3045926
NCI-H2170	lung_NSCLC_squamous_cell_carcinoma	IAP	ATR_4	3	0.037019162	0.3008634	74.60744959	3	1.069807748	10	59.39864103	-41.92062	ATR_4.IAP	LB	-9.827531
NCI-H3122	lung_NSCLC_adenocarcinoma	IAP	ATR_4	0.3	1	0	100	3	1.028532131	10	9.09788521	21.20925	ATR_4.IAP	LB	-6.8310866
TCCSUP	Bladder	IAP	ATR_4	0.03	0.000288249	0.5492587	68.53877242	3	0.83632105	2.2925507	18.38265089	32.46173	ATR_4.IAP	LB	1.8521607
BT-20	breast	IAP	BCL2L1	3	3	0.2413087	54.24787282	3	3	0.1555315	50.03301287	102.0156	BCL2L1.IAP	LB	43.735302
CAMA-1	breast	IAP	BCL2L1	3	0.0003	0.1248447	0	3	3	0.2902079	70.81677582	18.39544	BCL2L1.IAP	LB	33.73795
HCC1569	breast	IAP	BCL2L1	3	3	0.1085743	8.08198875	3	0.658420637	0.358655	0	90.18785	BCL2L1.IAP	LB	39.794933
HCC70	breast	IAP	BCL2L1	3	0.27927852	2.3054186	5.09486803	3	0.17163925	1.8556368	6.52229087	0.9717134	BCL2L1.IAP	LB	31.750603
MDA-MB-468	breast	IAP	BCL2L1	3	3	0.2762553	20.82908552	3	3	0.4733886	41.89303947	58.66853	BCL2L1.IAP	LB	47.538376
NCI-H522	lung_NSCLC_adenocarcinoma	IAP	BCL2L1	0.3	0.006451814	0.1998991	0	3	3	0.1400977	58.52534958	69.62387	BCL2L1.IAP	LB	54.148396
BFTC-905	Bladder	IAP	BCL2_BCL2L1	3	0.0003	0.2736087	0	3	0.911424148	0.6483392	53.90823509	0.1546429	BCL2_BCL2L1.IAP	LB	30.168562
SW780	Bladder	IAP	BCL2_BCL2L1	0.03	0.005467255	1.3553328	77.00415227	0.3	0.016176724	1.0728676	21.71148378	34.44409	BCL2_BCL2L1.IAP	LB	11.104557
RKO	large_intestine	IAP	CHEK1	1	0.058438588	1.0379582	79.40308627	0.3	0.3	10	63.00048755	-1.013762	CHEK1.IAP	LB	-5.8870754
SW620	large_intestine	IAP	CHEK1	1	1	0	100	0.3	0.170878759	1.8309914	0	32.23485	CHEK1.IAP	LB	-8.065412
SW837	large_intestine	IAP	CHEK1	1	0.163906894	10	78.18733988	0.3	0.071997073	2.2176517	4.37139022	24.55307	CHEK1.IAP	LB	12.000126
DMS-114	lung_small_cell_carcinoma	IAP	Doxorubicin	3	3	0.4235042	35.98453149	0.1	0.023659348	1.8431607	4.92517525	-4.409151	Doxorubicin.IAP	LB	20.892447
NCI-H1299	lung_NSCLC_large cell	IAP	Doxorubicin	1	0.039999104	1.0226315	32.13273654	0.3	0.045728801	1.9503025	11.86169409	27.86671	Doxorubicin.IAP	LB	33.45531
NCI-H2085	lung_NSCLC_adenocarcinoma	IAP	Doxorubicin	3	0.484774562	0.2282585	0	0.3	0.027462422	2.0729148	28.00102002	25.40615	Doxorubicin.IAP	LB	32.94456
NCI-H747	large_intestine	IGFR_3	IAP	10	0.001	0.1	81.38826089	1	0.353273754	0.2303135	0	-13.80457	IAP.IGFR_3	LB	19.807524
RKO	large_intestine	IGFR_3	IAP	10	10	10	78.40000727	1	1	0.3341029	69.19620717	48.43133	IAP.IGFR_3	LB	-0.36510485
C32	melanoma	IGFR_4	IAP	10	2.379182108	1.4905517	0	1	0.007268108	10	10.14999373	2.807034	IAP.IGFR_4	LB	11.606042
NCI-H747	large_intestine	IGFR_4	IAP	10	3.899046564	0.4971337	0	1	0.44542787	0.3234488	0	53.06527	IAP.IGFR_4	LB	13.5987
NCI-H747	large_intestine	JAK	IAP	3	1.339340206	2.2018972	33.0081423	1	0.397992597	0.2358632	0	5.876439	IAP.JAK	LB	20.581606
SW48	large_intestine	JAK	IAP	3	0.67331293	1.5848742	0	1	0.0001	0.1	82.277743	-2.786328	IAP.JAK	LB	7.0183477
LS-513	large_intestine	Oxaliplatin	IAP	10	0.01246676	1.1353141	4.57931069	1	1	0	100	2.36097	IAP.Oxaliplatin	LB	35.055027
SW948	large_intestine	Oxaliplatin	IAP	10	0.279153446	0.8643045	0	1	1	1.8822033	61.33113919	35.43493	IAP.Oxaliplatin	LB	35.963993
HT-1197	Bladder	PARP1	IAP	3	3	0.3907749	27.82479626	3	3	2.3615168	19.71799824	21.09236	IAP.PARP1	LB	11.79239
J82	Bladder	PARP1	IAP	3	3	0.6023169	63.27132409	3	0.0003	0.1426104	0	9.118329	IAP.PARP1	LB	13.236772
SW780	Bladder	PARP1	IAP	3	1	0	100	0.03	0.002992572	0.993817	61.11208579	33.42572	IAP.PARP1	LB	13.378835
Calu-6	lung_NSCLC_adenocarcinoma	PIK3C	IAP	3	0.57338975	4.0311942	84.389454	1	0.0001	0.1	46.53474692	2.426966	IAP.PIK3C	LB	10.583805
NCI-H1703	lung_NSCLC_adenocarcinoma	PIK3C	IAP	1	0.152453625	1.1468041	24.1824523	0.01	0.000528045	1.7153844	17.77994952	14.25666	IAP.PIK3C	LB	-1.7840065
NCI-H1975	lung_NSCLC_adenocarcinoma	PIK3C	IAP	3	0.512136654	1.0369947	0	3	3	0.2250203	9.19538443	26.36774	IAP.PIK3C	LB	10.036211
NCI-H226	lung_NSCLC_squamous_cell_carcinoma	PIK3C	IAP	3	1.394163438	0.7136726	0	3	0.001957559	0.4479579	28.46901951	18.38537	IAP.PIK3C	LB	24.464296
NCI-H747	large_intestine	PIK3C	IAP	10	0.871348994	0.8007209	23.59191338	1	0.856175261	0.2455091	0	40.83189	IAP.PIK3C	LB	21.909155
SW900	lung_NSCLC_squamous_cell_carcinoma	PIK3C	IAP	3	1.025351509	0.7314993	7.85269426	3	0.424314156	0.1694721	0	15.42246	IAP.PIK3C	LB	12.947967
DMS-114	lung_small_cell_carcinoma	PIK3CA_3	IAP	3	3	0.69097	51.34319195	3	3	0.4611838	39.94274636	10.92002	IAP.PIK3CA_3	LB	15.296825
NCI-H1437	lung_NSCLC_adenocarcinoma	PIK3CA_3	IAP	3	3	0.3152923	51.60621951	1	1	0.1760274	36.48607472	15.56919	IAP.PIK3CA_3	LB	28.045229
NCI-H1563	lung_NSCLC_adenocarcinoma	PIK3CA_3	IAP	3	3	0.7853314	36.41701667	0.01	7.76E-05	1.5607188	2.31354894	0.4365192	IAP.PIK3CA_3	LB	15.829319
C32	melanoma	PIK3CB	IAP	10	3.223478427	10	88.09985463	1	0.000333687	9.5746982	11.51999997	-2.214615	IAP.PIK3CB	LB	9.923232
NCI-H1975	lung_NSCLC_adenocarcinoma	PIK3CB	IAP	3	2.046294895	0.7328419	35.50285478	3	3	0.220017	49.11787935	19.58189	IAP.PIK3CB	LB	4.486959
NCI-H23	lung_NSCLC_adenocarcinoma	PIK3CB	IAP	3	3	0.7339326	26.64030656	1	0.004655502	0.4110701	42.2383301	43.32574	IAP.PIK3CB	LB	10.52381
NCI-H838	lung_NSCLC_adenocarcinoma	PIK3CB	IAP	3	3	0.4262445	37.34401097	1	0.006411171	0.3436238	0.62479262	22.38181	IAP.PIK3CB	LB	33.61506
SW900	lung_NSCLC_squamous_cell_carcinoma	PIK3CB	IAP	3	3	0.9627544	24.6331787	3	0.936752412	0.1887278	0	-2.865059	IAP.PIK3CB	LB	13.677991
SW620	large_intestine	PTK2	IAP	1	0.34987049	10	24.79792778	1	1	0	100	9.01063	IAP.PTK2	LB	17.172346
SW948	large_intestine	PTK2	IAP	3	0.324953577	1.3080339	0	1	0.946977043	2.4471263	0	15.78505	IAP.PTK2	LB	42.30637
COLO-205	large_intestine	SN38	IAP	0.003	0.000552736	1.6908758	0	1	0.00249393	0.1	57.1295758	-7.244477	IAP.SN38	LB	18.931673
NCI-H747	large_intestine	SN38	IAP	0.03	0.002633995	1.1325223	13.43050324	1	0.32065911	0.2167535	5.88149686	19.22567	IAP.SN38	LB	27.951073
647-V	Bladder	TNF	IAP	0.1	1	0	100	0.003	0.000707586	1.3404276	0	-1.557282	IAP.TNF	LB	70.90316
BFTC-905	Bladder	TNF	IAP	0.1	0.001720785	0.9096527	49.75412054	3	0.0003	0.2884262	0	28.91351	IAP.TNF	LB	79.75248
CAL-120	breast	TNF	IAP	0.1	0.000649149	0.3950074	54.23023311	3	0.0003	0.1	6.50114385	127.6604	IAP.TNF	LB	65.249214
A549	lung_NSCLC_adenocarcinoma	TOP2_2	IAP	1	0.315330907	10	22.99923162	3	3	0.3599984	66.0179837	12.05567	IAP.TOP2_2	LB	26.879402
NCI-H1299	lung_NSCLC_large cell	TOP2_2	IAP	3	0.385978622	1.3167063	14.57795302	1	0.07258159	0.8457787	27.08337688	43.57277	IAP.TOP2_2	LB	40.023533
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	TOP2_2	IAP	3	0.994127122	2.3343208	43.16733927	3	1	0	100	-11.37278	IAP.TOP2_2	LB	23.30116
NCI-H1299	lung_NSCLC_large cell	Topotecan	IAP	0.1	0.016059731	2.3748248	24.609814	1	0.068787765	0.7088807	20.93062426	36.02865	IAP.Topotecan	LB	32.7579
NCI-H1437	lung_NSCLC_adenocarcinoma	Topotecan	IAP	0.1	0.057305905	1.1156023	0	1	0.0001	0.1	53.61059083	18.65037	IAP.Topotecan	LB	24.754812
SW900	lung_NSCLC_squamous_cell_carcinoma	Topotecan	IAP	0.1	0.080531765	0.9240777	0	3	0.172245328	0.1661684	0	32.38765	IAP.Topotecan	LB	23.60777
Calu-6	lung_NSCLC_adenocarcinoma	Vinorelbine	IAP	0.03	0.011335888	10	38.29633683	1	0.0001	0.1	54.26004798	54.23792	IAP.Vinorelbine	LB	16.177048
NCI-H1299	lung_NSCLC_large cell	Vinorelbine	IAP	0.3	0.049063508	1.9844675	22.55955643	1	0.062093963	1.1332532	34.35333056	34.9204	IAP.Vinorelbine	LB	28.19407
NCI-H522	lung_NSCLC_adenocarcinoma	Vinorelbine	IAP	0.01	0.004795077	10	56.07178889	0.3	0.012336878	0.2148097	0	25.43239	IAP.Vinorelbine	LB	25.911467
COLO-205	large_intestine	MTOR	JAK	0.3	0.272883217	1.2562361	0	3	1.384511348	3.0631952	0	-16.23111	JAK.MTOR	LB	-3.8904824
HT-29	large_intestine	MTOR	JAK	0.3	0.184531863	2.6229463	19.64663075	3	1.087289687	10	22.89697826	-48.12893	JAK.MTOR	LB	-8.273348
TCCSUP	Bladder	MAP2K_1	ATR_4	3	3	0.4484916	24.13100673	3	0.706090879	2.2309853	19.39614188	0.5084117	ATR_4.MAP2K_1	LB	-8.687901
VM-CUB-1	Bladder	MAP2K_1	ATR_4	3	0.355139415	1.4213066	69.47239212	3	3	10	14.60037271	-12.77849	ATR_4.MAP2K_1	LB	-4.212261
VM-CUB-1	Bladder	MAP2K_1	BCL2_BCL2L1	3	0.29412974	2.2461362	78.41553125	3	0.095586047	1.9034955	84.01795967	-7.307753	BCL2_BCL2L1.MAP2K_1	LB	16.694536
NCI-H747	large_intestine	MAP2K_1	BRAF_M	0.1	0.013086096	2.4217679	38.01098628	3	0.0003	4.0393251	88.16	16.32424	BRAF_M.MAP2K_1	LB	-1.2803426
NCI-H3122	lung_NSCLC_adenocarcinoma	MAP2K_1	BRAF_M	3	0.296123307	0.3888823	0	3	1	0	100	-72.64488	BRAF_M.MAP2K_1	LB	0.7937079
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	MAP2K_1	BRAF_M	3	1	0	100	3	1	0	100	4.193453	BRAF_M.MAP2K_1	LB	-7.0829763
SW900	lung_NSCLC_squamous_cell_carcinoma	MAP2K_1	BRAF_M	3	0.143415907	0.518228	28.12162653	3	3	0.7856947	68.00367574	-11.86929	BRAF_M.MAP2K_1	LB	-4.216758
HCT-116	large_intestine	MAP2K_1	BRAF_M2	3	0.225124954	1.1725516	14.25263277	3	0.753386654	1.9386495	9.67397343	97.72453	BRAF_M2.MAP2K_1	LB	48.458897
NCI-H1299	lung_NSCLC_large cell	MAP2K_1	BRAF_M2	3	0.089377257	0.890998	22.39677892	3	1.503496148	1.0081371	25.50574039	64.31644	BRAF_M2.MAP2K_1	LB	55.387646
NCI-H1793	lung_NSCLC_adenocarcinoma	MAP2K_1	BRAF_M2	3	0.169707583	0.5525507	24.91002329	3	1.70261933	1.2573363	58.40729322	54.01353	BRAF_M2.MAP2K_1	LB	70.21504
NCI-H358	lung_NSCLC_adenocarcinoma	MAP2K_1	BRAF_M2	3	1.53115213	1.3063271	45.07597537	3	0.0003	0.1	84.20248094	125.5359	BRAF_M2.MAP2K_1	LB	53.827854
NCI-H520	lung_NSCLC_squamous_cell_carcinoma	MAP2K_1	BRAF_M2	3	1	0	100	3	3	0.3949295	69.03374697	44.14604	BRAF_M2.MAP2K_1	LB	42.707745
SW48	large_intestine	MAP2K_1	BRAF_M2	0.1	0.066921162	0.9891215	0	3	1.195913349	0.982907	5.66838482	50.51814	BRAF_M2.MAP2K_1	LB	49.323982
MDA-MB-175-VII	breast	MAP2K_1	HSP90	1	0.300602814	10	79.99981272	1	0.050640047	1.8997348	5.01944632	41.2269	HSP90.MAP2K_1	LB	15.863524
T-24	Bladder	MAP2K_1	HSP90	3	0.323270567	0.9875225	22.95875434	0.3	0.093133129	10	9.49919356	29.87212	HSP90.MAP2K_1	LB	7.3783116
NCI-H747	large_intestine	MAP2K_1	IGFR_3	3	1.050689997	0.5859381	0	10	0.001	0.1	94.52504534	34.62117	IGFR_3.MAP2K_1	LB	24.400225
SW948	large_intestine	MAP2K_1	IGFR_3	3	0.075331661	1.0843067	10.82843652	10	10	0.3582981	17.5472578	22.11458	IGFR_3.MAP2K_1	LB	37.852146
SW48	large_intestine	MAP2K_1	IGFR_4	3	0.104760634	1.2072148	24.08744075	10	0.053392461	0.4991359	0	35.71134	IGFR_4.MAP2K_1	LB	25.795647
SW620	large_intestine	MAP2K_1	IGFR_4	0.3	0.3	0.7814178	10.36982552	3	3	0.8737292	38.54606283	56.40071	IGFR_4.MAP2K_1	LB	29.789274
CAMA-1	breast	MTOR_1	MAP2K_1	1	0.13868813	2.1486873	16.51005308	3	1.444834134	1.4160773	91.77027254	-2.056456	MAP2K_1.MTOR_1	LB	9.98998
MDA-MB-415	breast	MTOR_1	MAP2K_1	1	0.053271889	1.2532755	18.68953135	3	0.319939962	1.2041932	69.36424678	1.453541	MAP2K_1.MTOR_1	LB	19.529156
BT-474	breast	PIK3C	MAP2K_1	3	0.5612592	2.5624754	2.44258601	3	0.996061457	2.1921422	76.59742292	43.73658	MAP2K_1.PIK3C	LB	31.144386
LS-513	large_intestine	PIK3C	MAP2K_1	10	1.069097761	1.4424334	3.12422228	0.3	0.098113456	1.3920486	22.07024252	21.42163	MAP2K_1.PIK3C	LB	41.61716
MCF7	breast	PIK3C	MAP2K_1	3	0.202745687	1.0439806	0	3	0.002401344	0.2644183	51.58443381	34.59796	MAP2K_1.PIK3C	LB	36.76115
NCI-H747	large_intestine	PIK3C	MAP2K_1	10	1.277764433	0.5805428	14.118739	3	0.099431901	0.6920232	31.47585659	44.36795	MAP2K_1.PIK3C	LB	42.940823
SW948	large_intestine	PIK3C	MAP2K_1	10	0.340387099	1.2901563	2.55410303	3	0.08368721	1.0810349	11.12772758	41.55182	MAP2K_1.PIK3C	LB	43.522053
HT-1197	Bladder	PIM1	MAP2K_1	3	0.0003	0.1	73.58900404	1	0.163405061	0.4758558	55.39452042	44.8883	MAP2K_1.PIM1	LB	25.211573
C32	melanoma	PTK2	MAP2K_1	3	0.562527925	2.7645447	6.09246385	3	0.160678336	0.9955753	14.19595586	13.49706	MAP2K_1.PTK2	LB	28.502813
SW837	large_intestine	PTK2	MAP2K_1	10	0.250422268	0.886064	0.22590245	3	0.635380435	0.5236978	16.62693117	8.213722	MAP2K_1.PTK2	LB	36.152203
COLO-205	large_intestine	TKI	MAP2K_1	3	3	2.5190677	68.86972132	1	0.052007721	1.0958312	4.22652947	2.040458	MAP2K_1.TKI	LB	33.761818
LS-513	large_intestine	TKI	MAP2K_1	3	0.85424913	3.383438	74.24889425	0.3	0.108327337	1.6443103	22.28952819	75.74455	MAP2K_1.TKI	LB	36.044308
BT-474	breast	PIK3C	MAP2K_3	3	0.549918504	2.0605606	0.08550147	0.3	0.023550131	0.8823573	49.25726424	27.23835	MAP2K_3.PIK3C	LB	12.961642
HCC1954	breast	PIK3C	MAP2K_3	3	0.681325851	0.9688629	0	0.3	0.011770229	0.4978916	8.8556617	35.63079	MAP2K_3.PIK3C	LB	31.076609
MDA-MB-157	breast	PIK3C	MAP2K_3	3	3	0.4263023	21.91835037	0.3	0.3	0.2629274	19.41875809	63.28213	MAP2K_3.PIK3C	LB	20.45135
Calu-3	lung_NSCLC_adenocarcinoma	MTOR_1	ALK	3	0.739677668	1.4865113	31.17109744	3	2.703499493	10	0	31.73031	ALK.MTOR_1	LB	26.633951
NCI-H1793	lung_NSCLC_adenocarcinoma	MTOR_1	ALK	3	0.079912981	1.1153641	18.8987379	3	1.261544123	1.4516335	0	52.23494	ALK.MTOR_1	LB	47.38391
SW900	lung_NSCLC_squamous_cell_carcinoma	MTOR_1	ALK	3	0.617075954	0.6999408	8.72136729	3	1.174690839	0.8299789	0	44.87502	ALK.MTOR_1	LB	18.324442
Calu-3	lung_NSCLC_adenocarcinoma	MTOR_1	ALK_2	3	1.417746133	0.7939128	0.07844599	3	2.915443393	10	0	11.89338	ALK_2.MTOR_1	LB	35.1777
NCI-H1299	lung_NSCLC_large cell	MTOR_1	ALK_2	3	0.265746892	1.0895394	6.62916559	3	1.784061848	0.9900232	0	59.01793	ALK_2.MTOR_1	LB	44.540943
NCI-H1793	lung_NSCLC_adenocarcinoma	MTOR_1	ALK_2	3	0.083484386	1.073343	18.8102014	3	3	0.7137626	24.51641872	57.63945	ALK_2.MTOR_1	LB	56.666393
NCI-H2170	lung_NSCLC_squamous_cell_carcinoma	MTOR_1	ALK_2	3	0.153393575	1.320704	14.3224536	3	1	0	100	11.75055	ALK_2.MTOR_1	LB	25.250885
TCCSUP	Bladder	MTOR_1	ATR_4	1	0.34838908	1.5570528	43.20503087	3	0.749438483	2.0477599	17.33583942	-0.8029354	ATR_4.MTOR_1	LB	-16.642101
HT-1376	Bladder	MTOR_1	FGFR	3	1.016872199	2.4834351	27.17094913	3	1.214161364	10	79.29755921	33.54718	FGFR.MTOR_1	LB	7.0258527
TCCSUP	Bladder	MTOR_1	FGFR	1	0.836224028	0.8032035	0	3	0.024568205	1.2824962	54.46238371	30.94798	FGFR.MTOR_1	LB	12.646274
UM-UC-3	Bladder	MTOR_1	FGFR	1	1	2.251449	33.85451181	3	0.206471665	0.6769013	91.4916465	-3.909162	FGFR.MTOR_1	LB	12.649893
CAL-120	breast	MTOR_1	MAP2K_1	1	0.195556837	3.1737968	37.89369185	1	0.180107512	1.5247926	77.79226984	7.404285	MAP2K_1.MTOR_1	LB	6.8817067
CAL-51	breast	MTOR_1	MAP2K_1	1	0.234344381	0.915771	0	1	1	0.5388403	76.13722435	-3.708525	MAP2K_1.MTOR_1	LB	10.310298
HCC1143	breast	MTOR_1	MAP2K_1	1	0.501989493	1.0070059	12.25806382	1	0.068611098	0.6280624	37.43436393	29.81735	MAP2K_1.MTOR_1	LB	7.9063945
HCC1937	breast	MTOR_1	MAP2K_1	1	0.670147992	0.8633901	54.39656299	1	1	0.4771105	49.25814393	12.43447	MAP2K_1.MTOR_1	LB	13.707513
MDA-MB-231	breast	MTOR_1	MAP2K_1	1	0.171688787	1.6716684	34.21774958	1	0.642710463	0.5193572	0	15.67301	MAP2K_1.MTOR_1	LB	15.270764
647-V	Bladder	PIK3C	MTOR_1	3	1.134503527	2.1103553	51.6106394	1	0.368597941	3.5097813	47.36161243	29.48449	MTOR_1.PIK3C	LB	7.305803
BFTC-905	Bladder	PIK3C	MTOR_1	3	1.800835253	0.8091431	0	3	0.302417803	1.8171524	26.20686273	38.76654	MTOR_1.PIK3C	LB	22.794863
HCC1569	breast	PIK3C	MTOR_1	3	3	0.3762702	25.79165806	1	1	0.5101516	30.72923888	-20.06144	MTOR_1.PIK3C	LB	0.959353
HT-1197	Bladder	PIK3C	MTOR_1	3	0.930851308	2.8469994	57.35614713	3	0.481140203	1.5211141	44.76984407	19.55982	MTOR_1.PIK3C	LB	9.080943
MDA-MB-157	breast	PIK3C	MTOR_1	3	3	0.589812	22.5844764	1	0.29854038	0.8080923	7.82114419	52.14253	MTOR_1.PIK3C	LB	20.6565
MDA-MB-361	breast	PARP1	HDAC_4	1	0.190327396	10	93.28631186	1	0.330308156	10	35.5989928	-3.133127	HDAC_4.PARP1	LB	5.9565225
T47D	breast	PARP1	HSP90	1	0.17261968	0.9141705	83.64315244	1	0.054372603	3.084417	25.02222944	11.09019	HSP90.PARP1	LB	-4.1587744
HCC1143	breast	PIK3C	PARP1	1	0.222628784	1.5694615	51.33507696	3	0.938671111	10	77.79979831	11.57123	PARP1.PIK3C	LB	0.11742049
HCC1187	breast	PIK3C	PARP1	1	0.206059494	2.3621392	29.48102247	3	3	0.7810005	17.10342026	12.05382	PARP1.PIK3C	LB	7.708901
HCC1937	breast	PIK3C	PARP1	1	0.459212937	0.9895939	50.60120261	3	3	0.832937	52.19853714	12.50627	PARP1.PIK3C	LB	9.60429
MDA-MB-231	breast	PIK3C	PARP1	1	0.226044589	2.1343573	73.62346078	3	0.993476874	1.9697209	74.82750876	21.37534	PARP1.PIK3C	LB	12.460984
M14	melanoma	PIK3C	PARP1	1	0.339109153	10	65.19926718	3	1.323312592	0.9703824	8.43994689	48.7638	PARP1.PIK3C	LB	19.371685
HCC1143	breast	PIK3CB_PIK3CD	PARP1	1	0.438741561	0.6119014	34.50968226	3	3	0.4863784	32.3315416	12.08273	PARP1.PIK3CB_PIK3CD	LB	6.093973
MDA-MB-436	breast	PIK3CB_PIK3CD	PARP1	1	0.161895906	0.6638845	54.97924527	3	0.038556354	0.4612555	11.66005615	12.30992	PARP1.PIK3CB_PIK3CD	LB	13.296258
M14	melanoma	PIK3CB_PIK3CD	PARP1	1	0.47418027	1.2556698	6.80731231	3	1.174821634	0.6194038	0	27.2539	PARP1.PIK3CB_PIK3CD	LB	21.346989
NCI-H2291	lung_NSCLC_adenocarcinoma	PIK3C	ADAM17	3	0.54553165	1.5957054	46.54289787	10	10	10	85.20001401	15.60257	ADAM17.PIK3C	LB	13.273532
NCI-H3122	lung_NSCLC_adenocarcinoma	PIK3C	ADAM17	1	0.823188491	0.6475482	0	10	3.136907293	0.4275007	34.3095346	-35.79632	ADAM17.PIK3C	LB	11.946447
NCI-H522	lung_NSCLC_adenocarcinoma	PIK3C	ADAM17	3	2.936227553	0.4925634	0	10	10	0.3880009	33.363397	30.65238	ADAM17.PIK3C	LB	17.83911
EVSA-T	breast	PIK3C	AKT_1	3	0.707871069	2.8316385	12.20568505	3	0.406176579	1.5969258	16.98325741	31.17723	AKT_1.PIK3C	LB	28.617296
HCC1419	breast	PIK3C	AKT_1	3	0.429024238	1.0287799	13.87841669	3	0.13305282	0.8472827	29.24266318	35.4976	AKT_1.PIK3C	LB	46.232918
MDA-MB-361	breast	PIK3C	AKT_1	3	0.433313481	0.8388381	0	3	0.103769166	0.8266812	21.26827273	51.40359	AKT_1.PIK3C	LB	43.781227
NCI-H2085	lung_NSCLC_adenocarcinoma	PIK3C	ALK	3	0.31103762	1.6201899	21.29369084	3	1.212108543	1.8300911	0	16.28676	ALK.PIK3C	LB	29.114565
NCI-H2291	lung_NSCLC_adenocarcinoma	PIK3C	ALK	3	0.628111312	1.2045041	40.48882714	3	1.445532235	0.6896811	0	30.77809	ALK.PIK3C	LB	24.969183
NCI-H838	lung_NSCLC_adenocarcinoma	PIK3C	ALK	3	0.892636752	0.8771739	0	3	0.872013506	1.5105159	0	18.27339	ALK.PIK3C	LB	32.47919
HT-1197	Bladder	PIK3C	HSP90	3	3	0.5943189	4.39125907	3	0.092117	2.4812943	24.88076184	-15.82362	HSP90.PIK3C	LB	6.242908
TCCSUP	Bladder	PIK3C	HSP90	1	0.297333663	3.5316582	55.49527021	0.3	0.114326743	4.7072534	16.82264688	-3.471697	HSP90.PIK3C	LB	-1.6826665
J82	Bladder	PIK3C	IAP	3	1.167672215	0.9020971	13.92632682	3	0.001556208	0.4130288	24.26549041	31.15116	IAP.PIK3C	LB	9.884311
CAL-148	breast	PIK3C	MAP2K_1	1	0.30471376	10	45.99957389	1	0.0001	0.1	81.88533421	7.398071	MAP2K_1.PIK3C	LB	21.043507
HCC1428	breast	PIK3C	MAP2K_1	1	0.290240811	10	87.79983994	1	1	0	100	-7.307067	MAP2K_1.PIK3C	LB	22.431631
HCC1806	breast	PIK3C	MAP2K_1	1	0.29182152	2.9235418	15.56200075	1	0.238927673	1.2073694	10.59138188	48.79275	MAP2K_1.PIK3C	LB	39.470425
M14	melanoma	PIK3C	MAP2K_1	1	0.297794917	10	48.49961348	1	0.162232202	3.0278099	25.72671467	22.25276	MAP2K_1.PIK3C	LB	32.361046
CAL-51	breast	PIK3C	MTOR_1	1	0.731832758	0.9967959	0	1	0.231069573	0.8460121	0	10.6624	MTOR_1.PIK3C	LB	11.079078
UM-UC-3	Bladder	PIM1	PIK3C	3	2.562723036	2.1877387	92.82513436	3	1.368979778	2.2479644	37.91735286	7.664477	PIK3C.PIM1	LB	15.129008
HT-1376	Bladder	TNFSF10	PIK3C	0.03	1	0	100	3	0.603696726	1.5279014	45.75385321	-19.15302	PIK3C.TNFSF10	LB	-13.137942
SW780	Bladder	TNFSF10	PIK3C	0.03	0.004706335	3.1916708	0.27527852	3	3	10	91.60087376	-0.8083333	PIK3C.TNFSF10	LB	-14.543103
NCI-H1793	lung_NSCLC_adenocarcinoma	PIK3CA_3	CSNK2A1_2	3	1.309653078	4.1082051	71.79358618	0.1	0.012040858	2.2076483	8.59694322	73.74989	CSNK2A1_2.PIK3CA_3	LB	35.50946
NCI-H2291	lung_NSCLC_adenocarcinoma	PIK3CA_3	CSNK2A1_2	3	0.415484837	2.1694529	79.84636745	0.01	0.001865372	1.7612366	14.67127842	5.780475	CSNK2A1_2.PIK3CA_3	LB	22.570978
